Prompt Answer Id|Prompt Id|Answer|Courage Modifier|Diligence Modifier|Knowledge Modifier|Understanding Modifier|Expression Modifier|Courage Rank Requirement|Diligence Rank Requirement|Knowledge Rank Requirement|Understanding Rank Requirement|Expression Rank Requirement
A3-07S0901FR|FR-07S0901|"Risette is Rise, too."|0|0|0|0|0|0|0|0|0|0
A1-07S1001LV|LV-07S1001|"What do you mean?"|0|0|0|0|0|0|0|0|0|0
A2-07S1001LV|LV-07S1001|"You want to see?"|0|0|0|0|0|0|0|0|0|0
A3-07S1001LV|LV-07S1001|"I don’t have any."|0|0|0|0|0|0|0|0|0|0
A1-08S0101FR|FR-08S0101|"Morning."|0|0|0|0|0|0|0|0|0|0
A2-08S0101FR|FR-08S0101|"You okay?"|0|0|0|0|0|0|0|0|0|0
A3-08S0101FR|FR-08S0101|"Did you sleep well?"|0|0|0|0|0|0|0|0|0|0
A1-08S0102FR|FR-08S0102|"Was that a compliment?"|0|0|0|0|0|0|0|0|0|0
A2-08S0102FR|FR-08S0102|"Want me to bare it all?"|0|0|0|0|0|0|0|0|0|0
A3-08S0102FR|FR-08S0102|"Falling for me, huh?"|0|0|0|0|0|0|0|0|0|0
A1-08S0103FR|FR-08S0103|Ask her straight out|0|0|0|0|0|0|0|0|0|0
A2-08S0103FR|FR-08S0103|Say it’s for the investigation|0|0|0|0|0|0|0|0|0|0
A1-08S0201FR|FR-08S0201|"Right."|0|0|0|0|0|0|0|0|0|0
A2-08S0201FR|FR-08S0201|"For what?"|0|0|0|0|0|0|0|0|0|0
A1-08S0202FR|FR-08S0202|"I’m cool with it."|0|0|0|0|0|0|0|0|0|0
A2-08S0202FR|FR-08S0202|"I guess so…"|0|0|0|0|0|0|0|0|0|0
A3-08S0202FR|FR-08S0202|"What a pain."|0|0|0|0|0|0|0|0|0|0
A1-08S0301FR|FR-08S0301|"It’s cute."|0|0|0|0|0|3|0|0|0|0
A2-08S0301FR|FR-08S0301|"It’s very feminine."|0|0|0|0|0|0|0|0|0|0
A3-08S0301FR|FR-08S0301|"It’s hilarious."|0|0|0|0|0|0|0|0|0|0
A1-08S0401FR|FR-08S0401|"Exactly."|0|0|0|0|0|0|0|0|0|0
A2-08S0401FR|FR-08S0401|"None of your business."|0|0|0|0|0|0|0|0|0|0
A3-08S0401FR|FR-08S0401|"Quit bagging on her."|0|0|0|0|0|3|0|0|0|0
A1-08S0402FR|FR-08S0402|Crack a joke|0|0|0|0|0|0|0|0|0|0
A2-08S0402FR|FR-08S0402|Badmouth about Takeshi|0|0|0|0|0|0|0|0|0|0
A3-08S0402FR|FR-08S0402|Hold Chie’s hand|0|0|0|0|0|3|0|0|0|0
A1-08S0501FR|FR-08S0501|"Wolfing it down, huh?"|0|0|0|0|0|0|0|0|0|0
A2-08S0501FR|FR-08S0501|"Looks delicious."|0|0|0|0|0|0|0|0|0|0
A3-08S0501FR|FR-08S0501|"You look so happy."|0|0|0|0|0|0|0|0|0|0
A1-08S0502FR|FR-08S0502|"I’ll look out for her."|0|0|0|0|0|0|0|0|0|0
A2-08S0502FR|FR-08S0502|"Yukiko isn’t that weak."|0|0|0|0|0|0|0|0|0|0
A3-08S0502FR|FR-08S0502|"I worry more for you."|0|0|0|0|0|0|0|0|0|0
A1-08S0601FR|FR-08S0601|"Exactly."|0|0|0|0|0|0|0|0|0|0
A2-08S0601FR|FR-08S0601|"It’s eat or be eaten."|0|0|0|0|0|0|0|0|0|0
A1-08S0602FR|FR-08S0602|"Of course."|0|0|0|0|0|0|0|0|0|0
A2-08S0602FR|FR-08S0602|"Let the police handle it."|0|0|0|0|0|0|0|0|0|0
A3-08S0602FR|FR-08S0602|"What a pain."|0|0|0|0|0|0|0|0|0|0
A1-08S0701FR|FR-08S0701|Hold Chie back|0|0|0|0|0|0|0|0|0|0
A2-08S0701FR|FR-08S0701|Fight them yourself|0|0|0|0|0|0|0|0|0|0
A1-08S0702FR|FR-08S0702|"It’s not trouble."|0|0|0|0|0|0|0|0|0|0
A2-08S0702FR|FR-08S0702|"I’m used to it."|0|0|0|0|0|0|0|0|0|0
A3-08S0702FR|FR-08S0702|"Just think next time."|0|0|0|0|0|0|0|0|0|0
A1-08S0801FR|FR-08S0801|"There’s still time."|0|0|0|0|0|0|0|0|0|0
A2-08S0801FR|FR-08S0801|"That’s the first step."|0|0|0|0|0|0|0|0|0|0
A3-08S0801FR|FR-08S0801|"It’s hard to face yourself."|0|0|0|0|0|0|0|0|0|0
A1-08S0901FR|FR-08S0901|Let Chie do her thing|0|0|0|0|0|0|0|0|0|0
A2-08S0901FR|FR-08S0901|Shield Chie|0|0|0|0|0|0|0|0|0|0
A3-08S0901FR|FR-08S0901|Fight with Chie|0|0|0|0|0|0|0|0|0|0
A1-08S0902FR|FR-08S0902|"It all turned out okay."|0|0|0|0|0|0|0|0|0|0
A2-08S0902FR|FR-08S0902|"You protected that kid."|0|0|0|0|0|0|0|0|0|0
A3-08S0902FR|FR-08S0902|"That was reckless."|0|0|0|0|0|0|0|0|0|0
A1-08S0903LV|FR-08S0903|"Will you be my girlfriend?"|0|0|0|0|0|0|0|0|0|0
A2-08S0903FR|FR-08S0903|"I’m counting on you."|0|0|0|0|0|0|0|0|0|0
A1-08S1001LV|LV-08S1001|"It was cleaner."|0|0|0|0|0|0|0|0|0|0
A2-08S1001LV|LV-08S1001|"It was messier."|0|0|0|0|0|0|0|0|0|0
A3-08S1001LV|LV-08S1001|"It was about the same."|0|0|0|0|0|0|0|0|0|0
A1-08S1002LV|LV-08S1002|"That sounds good."|0|0|0|0|0|0|0|0|0|0
A2-08S1002LV|LV-08S1002|"You’re on your own."|0|0|0|0|0|0|0|0|0|0
A1-08S1003LV|LV-08S1003|Embrace|0|0|0|0|0|0|0|0|0|0
A2-08S1003LV|LV-08S1003|Do nothing|0|0|0|0|0|0|0|0|0|0
A1-08S1004LV|LV-08S1004|"Don’t worry."|0|0|0|0|0|0|0|0|0|0
A2-08S1004LV|LV-08S1004|"That’s just like you Chie."|0|0|0|0|0|0|0|0|0|0
A1-08S1001FR|FR-08S1001|"Certainly."|0|0|0|0|0|0|0|0|0|0
A2-08S1001FR|FR-08S1001|"We can be more than that."|0|0|0|0|0|0|0|0|0|0
A1-09S0101FR|FR-09S0101|"Yeah, come with us."|0|0|0|0|0|0|0|0|0|0
A2-09S0101FR|FR-09S0101|"Would you rather watch TV?"|0|0|0|0|0|0|0|0|0|0
A1-09S0201FR|FR-09S0201|"What’s wrong?"|0|0|0|0|0|0|0|0|0|0
A2-09S0201FR|FR-09S0201|"Go ahead and ask."|0|0|0|0|0|0|0|0|0|0
A1-09S0202FR|FR-09S0202|"That’s right."|0|0|0|0|0|0|0|0|0|0
A2-09S0202FR|FR-09S0202|"Nope."|0|0|0|0|0|0|0|0|0|0
A1-09S0203FR|FR-09S0203|"I do."|0|0|0|0|0|0|0|0|0|0
A2-09S0203FR|FR-09S0203|"I don’t."|0|0|0|0|0|0|0|0|0|0
A3-09S0203FR|FR-09S0203|"I have you."|0|0|0|0|0|0|0|0|0|0
A1-09S0301FR|FR-09S0301|"I’ll go buy some."|0|0|0|0|0|0|0|0|0|0
A2-09S0301FR|FR-09S0301|"Let’s go buy some together."|0|0|0|0|0|0|0|0|0|0
A3-09S0301FR|FR-09S0301|"He’ll live."|0|0|0|0|0|0|0|0|0|0
A1-09S0302FR|FR-09S0302|"I am sorry."|0|0|0|0|0|0|0|0|0|0
A2-09S0302FR|FR-09S0302|"Hear her out."|0|0|0|0|0|0|0|0|0|0
A3-09S0302FR|FR-09S0302|"It’s not Nanako’s fault."|0|0|0|0|0|3|0|0|0|0
A1-09S0401FR|FR-09S0401|"Why all these questions?"|0|0|0|0|0|0|0|0|0|0
A2-09S0401FR|FR-09S0401|"Is there anything else?"|0|0|0|0|0|0|0|0|0|0
A1-09S0402FR|FR-09S0402|"They disappear."|0|0|0|0|0|0|0|0|0|0
A2-09S0402FR|FR-09S0402|"They go to heaven."|0|0|0|0|0|0|0|0|0|0
A3-09S0402FR|FR-09S0402|"I don’t know."|0|0|0|0|0|0|0|0|0|0
A1-09S0403FR|FR-09S0403|"They have no choice."|0|0|0|0|0|0|0|0|0|0
A2-09S0403FR|FR-09S0403|"Because they enjoy it."|0|0|0|0|0|0|0|0|0|0
A3-09S0403FR|FR-09S0403|"I don’t know."|0|0|0|0|0|0|0|0|0|0
A1-09S0404FR|FR-09S0404|"That’s not true."|0|0|0|0|0|0|0|0|0|0
A2-09S0404FR|FR-09S0404|"He’s protecting everyone."|0|0|0|0|0|0|0|0|0|0
A3-09S0404FR|FR-09S0404|"He’s protecting you."|0|0|0|0|0|0|0|0|0|0
A1-09S0501FR|FR-09S0501|"Related to you by blood."|0|0|0|0|0|0|0|0|0|0
A2-09S0501FR|FR-09S0501|"A person you love a lot."|0|0|0|0|0|0|0|0|0|0
A3-09S0501FR|FR-09S0501|"Always by your side."|0|0|0|0|0|0|0|0|0|0
A1-09S0502FR|FR-09S0502|"Did he say that?"|0|0|0|0|0|0|0|0|0|0
A2-09S0502FR|FR-09S0502|"That’s not true."|0|0|0|0|0|0|0|0|0|0
A3-09S0502FR|FR-09S0502|"You have me."|0|0|0|0|0|0|0|0|0|0
A1-09S0503FR|FR-09S0503|Talk with her|0|0|0|0|0|0|0|0|0|0
A2-09S0503FR|FR-09S0503|Put her to bed|0|0|0|0|0|0|0|0|0|0
A3-09S0503FR|FR-09S0503|Listen to her talk|0|0|0|0|0|3|0|0|0|0
A1-09S0601FR|FR-09S0601|Ask what happened|0|0|0|0|0|0|0|0|0|0
A2-09S0601FR|FR-09S0601|Swear to it|0|0|0|0|0|0|0|0|0|0
A1-09S0602FR|FR-09S0602|"He’ll come."|0|0|0|0|0|0|0|0|0|0
A2-09S0602FR|FR-09S0602|"I don’t know."|0|0|0|0|0|0|0|0|0|0
A3-09S0602FR|FR-09S0602|"I’ll ask him with you."|0|0|0|0|0|0|0|0|0|0
A1-09S0701FR|FR-09S0701|"Let’s go look for her."|0|0|0|0|0|0|0|0|0|0
A2-09S0701FR|FR-09S0701|"Let’s leave her alone."|0|0|0|0|0|0|0|0|0|0
A1-09S0702FR|FR-09S0702|"That’s not true."|0|0|0|0|0|0|0|0|0|0
A2-09S0702FR|FR-09S0702|"Why?"|0|0|0|0|0|0|0|0|0|0
A3-09S0702FR|FR-09S0702|"Okay."|0|0|0|0|0|0|0|0|0|0
A1-09S0703FR|FR-09S0703|"Why’d you come here?"|0|0|0|0|0|0|0|0|0|0
A2-09S0703FR|FR-09S0703|"Let’s go home."|0|0|0|0|0|0|0|0|0|0
A3-09S0703FR|FR-09S0703|"Your dad’s worried."|0|0|0|0|0|0|0|0|0|0
A1-09S0704FR|FR-09S0704|"He hasn’t forgotten you."|0|0|0|0|0|0|0|0|0|0
A2-09S0704FR|FR-09S0704|"He won’t abandon you."|0|0|0|0|0|0|0|0|0|0
A3-09S0704FR|FR-09S0704|"Don’t worry."|0|0|0|0|0|0|0|0|0|0
A1-09S0801FR|FR-09S0801|"I’ll help you look for it."|0|0|0|0|0|0|0|0|0|0
A2-09S0801FR|FR-09S0801|"Nothing you can do now."|0|0|0|0|0|0|0|0|0|0
A1-09S0802FR|FR-09S0802|"He’s lonely too."|0|0|0|0|0|0|0|0|0|0
A2-09S0802FR|FR-09S0802|"Because you’re lonely"|0|0|0|0|0|0|0|0|0|0
A1-09S0901FR|FR-09S0901|"I know."|0|0|0|0|0|0|0|0|0|0
A2-09S0901FR|FR-09S0901|"He loves you, too."|0|0|0|0|0|0|0|0|0|0
A3-09S0901FR|FR-09S0901|"What about me?"|0|0|0|0|0|0|0|0|0|0
A1-09S0902FR|FR-09S0902|"He still has you."|0|0|0|0|0|0|0|0|0|0
A2-09S0902FR|FR-09S0902|"She’s not lost."|0|0|0|0|0|0|0|0|0|0
A3-09S0902FR|FR-09S0902|"I feel sorry for you too."|0|0|0|0|0|0|0|0|0|0
A1-09S0903FR|FR-09S0903|Talk to Nanako|0|0|0|0|0|0|0|0|0|0
A2-09S0903FR|FR-09S0903|Put her to bed|0|0|0|0|0|0|0|0|0|0
A3-09S0903FR|FR-09S0903|Play with her|0|0|0|0|0|0|0|0|0|0
A1-09S1001FR|FR-09S1001|"Sure thing."|0|0|0|0|0|0|0|0|0|0
A2-09S1001FR|FR-09S1001|"I think…"|0|0|0|0|0|0|0|0|0|0
A3-09S1001FR|FR-09S1001|"I eat salad for breakfast!"|0|0|0|0|0|0|0|0|0|0
A1-09S1002FR|FR-09S1002|"Don’t strain yourself."|0|0|0|0|0|0|0|0|0|0
A2-09S1002FR|FR-09S1002|"Let’s do it."|0|0|0|0|0|0|0|0|0|0
A3-09S1002FR|FR-09S1002|"But I’m not your mom…"|0|0|0|0|0|0|0|0|0|0
A1-11S0101FR|FR-11S0101|"A man with black sunglasses."|0|0|0|0|0|0|0|0|0|0
A2-11S0101FR|FR-11S0101|"A man who knew I knew you."|0|0|0|0|0|0|0|0|0|0
A3-11S0101FR|FR-11S0101|"A suspicious man."|0|0|0|0|0|0|0|0|0|0
A1-11S0102FR|FR-11S0102|"I can’t back out now."|0|0|0|0|0|0|0|0|0|0
A2-11S0102FR|FR-11S0102|"I gotta help. You’re a girl."|0|0|0|0|0|0|0|0|0|0
A3-11S0102FR|FR-11S0102|"Let’s go home together."|0|0|0|0|0|0|0|0|0|0
A1-11S0201FR|FR-11S0201|"Really?"|0|0|0|0|0|0|0|0|0|0
A2-11S0201FR|FR-11S0201|"I’m still worried about you."|0|0|0|0|0|0|0|0|0|0
A3-11S0201FR|FR-11S0201|"That’s no fun."|0|0|0|0|0|0|0|0|0|0
A1-11S0202FR|FR-11S0202|"What happened?"|0|0|0|0|0|0|0|0|0|0
A2-11S0202FR|FR-11S0202|"You don’t need to go home?"|0|0|0|0|0|0|0|0|0|0
A3-11S0202FR|FR-11S0202|"A thief in a sleuth’s house?"|0|0|0|0|0|0|0|0|0|0
A1-11S0203FR|FR-11S0203|"You should be careful."|0|0|0|0|0|0|0|0|0|0
A2-11S0203FR|FR-11S0203|"Who would want your stuff?"|0|0|0|0|0|0|0|0|0|0
A3-11S0203FR|FR-11S0203|"Remember that card…?"|0|0|0|0|0|0|0|0|0|0
A1-11S0301FR|FR-11S0301|"A challenge for a duel?"|0|0|0|0|0|0|0|0|0|0
A2-11S0301FR|FR-11S0301|"A love letter?"|0|0|0|0|0|0|0|0|0|0
A3-11S0301FR|FR-11S0301|"That card business again…?"|0|0|0|0|0|0|0|0|0|0
A1-11S0302FR|FR-11S0302|"You won’t read it?"|0|0|0|0|0|0|0|0|0|0
A2-11S0302FR|FR-11S0302|"What if it’s from a guy?"|0|0|0|0|0|0|0|0|0|0
A3-11S0302FR|FR-11S0302|"What’ll you do with it?"|0|0|0|0|0|0|0|0|0|0
A1-11S0401FR|FR-11S0401|"Another love letter?"|0|0|0|0|0|0|0|0|0|0
A2-11S0401FR|FR-11S0401|"Is it a guy this time?"|0|0|0|0|0|0|0|0|0|0
A3-11S0401FR|FR-11S0401|"That ‘card’ again?"|0|0|0|0|0|0|0|0|0|0
A1-11S0402FR|FR-11S0402|"That’s right."|0|0|0|0|0|0|0|0|0|0
A2-11S0402FR|FR-11S0402|"Why so uncomfortable?"|0|0|0|0|0|0|0|0|0|0
A3-11S0402FR|FR-11S0402|"Running from a challenge?"|0|0|0|0|0|0|0|0|0|0
A1-11S0403FR|FR-11S0403|"Good luck."|0|0|0|0|0|0|0|0|0|0
A2-11S0403FR|FR-11S0403|"Let’s catch him together."|0|0|0|0|0|0|0|0|0|0
A1-11S0501FR|FR-11S0501|"Soak it."|0|0|0|0|0|0|0|0|0|0
A2-11S0501FR|FR-11S0501|"Burn it."|0|0|0|0|0|0|0|0|0|0
A3-11S0501FR|FR-11S0501|"Eat it."|0|0|0|0|0|0|0|0|0|0
A1-11S0502FR|FR-11S0502|"A riddle."|0|0|0|0|0|0|0|0|0|0
A2-11S0502FR|FR-11S0502|"A mailbox."|0|0|0|0|0|0|0|0|0|0
A3-11S0502FR|FR-11S0502|"A goat."|0|0|0|0|0|0|0|0|0|0
A1-11S0503FR|FR-11S0503|"What was that?"|0|0|0|0|0|0|0|0|0|0
A2-11S0503FR|FR-11S0503|"Good, you got it back."|0|0|0|0|0|0|0|0|0|0
A1-11S0504FR|FR-11S0504|"I guess I’ll help."|0|0|0|0|0|0|0|0|0|0
A2-11S0504FR|FR-11S0504|"Let’s do it."|0|0|0|0|0|0|0|0|0|0
A3-11S0504FR|FR-11S0504|"You’re on your own."|0|0|0|0|0|0|0|0|0|0
A1-11S0601FR|FR-11S0601|"Because I looked reliable."|0|0|0|0|0|0|0|0|0|0
A2-11S0601FR|FR-11S0601|"Because we looked ‘close’."|0|0|0|0|0|0|0|0|0|0
A3-11S0601FR|FR-11S0601|"Because I looked useless."|0|0|0|0|0|0|0|0|0|0
A1-11S0602FR|FR-11S0602|"7 and 3 o’clock, maybe…?"|0|0|0|0|0|0|0|0|0|0
A2-11S0602FR|FR-11S0602|"The phrasing is suspicious."|0|0|0|0|0|0|0|0|0|0
A3-11S0602FR|FR-11S0602|"The numbers are important."|0|0|0|0|0|0|0|0|0|0
A1-11S0603LV|FR-11S0603|"I’m glad you’re a girl."|0|0|0|0|0|0|0|0|0|0
A2-11S0603FR|FR-11S0603|"Your gender doesn’t matter."|0|0|0|0|0|0|0|0|0|0
A3-11S0603FR|FR-11S0603|"Nothing you can do."|0|0|0|0|0|0|0|0|0|0
A1-11S0701FR|FR-11S0701|"Maybe it’s a math problem."|0|0|0|0|0|0|0|0|0|0
A2-11S0701FR|FR-11S0701|"Check the other cards again?"|0|0|0|0|0|0|0|0|0|0
A3-11S0701FR|FR-11S0701|"Subtract ‘40’ and ‘4’?"|0|0|0|0|0|0|0|0|0|0
A1-11S0702FR|FR-11S0702|"You’ll still be you."|0|0|0|0|0|0|0|0|0|0
A2-11S0702FR|FR-11S0702|"People change."|0|0|0|0|0|0|0|0|0|0
A3-11S0702FR|FR-11S0702|"Don’t be afraid."|0|0|0|0|0|0|0|0|0|0
A1-11S0801FR|FR-11S0801|"You seem happy."|0|0|0|0|0|0|0|0|0|0
A2-11S0801FR|FR-11S0801|"Don’t put yourself at risk."|0|0|0|0|0|0|0|0|0|0
A3-11S0801FR|FR-11S0801|"I feel kinda sad."|0|0|0|0|0|0|0|0|0|0
A1-11S0802FR|FR-11S0802|Protect Naoto|0|0|0|0|0|0|0|0|0|0
A2-11S0802FR|FR-11S0802|Run with Naoto|0|0|0|0|0|0|0|0|0|0
A3-11S0802FR|FR-11S0802|Fight back|0|0|0|0|0|0|0|0|0|0
A1-11S0803LV|FR-11S0803|"Because I love you."|0|0|0|0|0|0|0|0|0|0
A2-11S0803FR|FR-11S0803|"Because we’re friends."|0|0|0|0|0|0|0|0|0|0
A1-11S0901FR|FR-11S0901|"Somewhere bright."|0|0|0|0|0|0|0|0|0|0
A2-11S0901FR|FR-11S0901|"Somewhere high."|0|0|0|0|0|0|0|0|0|0
A3-11S0901FR|FR-11S0901|"Somewhere quiet."|0|0|0|0|0|0|0|0|0|0
A1-11S0902FR|FR-11S0902|"Cooking."|0|0|0|0|0|0|0|0|0|0
A2-11S0902FR|FR-11S0902|"Exercising."|0|0|0|0|0|0|0|0|0|0
A3-11S0902FR|FR-11S0902|"Throwing things away?"|0|0|0|0|0|0|0|0|0|0
A1-11S1001LV|LV-11S1001|"Is it that interesting?"|0|0|0|0|0|0|0|0|0|0
A2-11S1001LV|LV-11S1001|"Why don’t you sit down?"|0|0|0|0|0|0|0|0|0|0
A3-11S1001LV|LV-11S1001|"I can’t relax…"|0|0|0|0|0|0|0|0|0|0
A1-11S1002LV|LV-11S1002|"Whatever you prefer"|0|0|0|0|0|0|0|0|0|0
A2-11S1002LV|LV-11S1002|"I like it higher."|0|0|0|0|0|0|0|0|0|0
A1-11S1001FR|FR-11S1001|"It was a cinch."|0|0|0|0|0|0|0|0|0|0
A2-11S1001FR|FR-11S1001|"It was exciting."|0|0|0|0|0|0|0|0|0|0
A3-11S1001FR|FR-11S1001|"I was about to give up."|0|0|0|0|0|0|0|0|0|0
A1-11S1002FR|FR-11S1002|"Leave it to me!"|0|0|0|0|0|0|0|0|0|0
A2-11S1002FR|FR-11S1002|"I want a promotion."|0|0|0|0|0|0|0|0|0|0
A3-11S1002FR|FR-11S1002|"You’re MY assistant."|0|0|0|0|0|0|0|0|0|0
A1-12S0101FR|FR-12S0101|"Hi…"|0|0|0|0|0|0|0|0|0|0
A2-12S0101FR|FR-12S0101|"Nice to meet you."|0|0|0|0|0|0|0|0|0|0
A3-12S0101FR|FR-12S0101|"I’m your new captain."|0|0|0|0|0|0|0|0|0|0
A1-12S0102FR|FR-12S0102|"I used to play all the time."|0|0|0|0|0|0|0|0|0|0
A2-12S0102FR|FR-12S0102|"A little."|0|0|0|0|0|0|0|0|0|0
A3-12S0102FR|FR-12S0102|"Nope, never."|0|0|0|0|0|0|0|0|0|0
A1-12S0103FR|FR-12S0103|Help out|0|0|0|0|0|0|0|0|0|0
A2-12S0103FR|FR-12S0103|Be an ass and leave|0|0|0|0|0|0|0|0|0|0
A1-12S0201FR|FR-12S0201|"Aiya."|0|0|0|0|0|0|0|0|0|0
A2-12S0201FR|FR-12S0201|"Junes."|0|0|0|0|0|0|0|0|0|0
A3-12S0201FR|FR-12S0201|"Let’s go home."|0|0|0|0|0|0|0|0|0|0
A1-12S0202FR|FR-12S0202|"I’m jealous."|0|0|0|0|0|0|0|0|0|0
A2-12S0202FR|FR-12S0202|"Not happy about it?"|0|0|0|0|0|0|0|0|0|0
A3-12S0202FR|FR-12S0202|"Sounds like a pain…"|0|0|0|0|0|0|0|0|0|0
A1-12S0203FR|FR-12S0203|"Sure."|0|0|0|0|0|0|0|0|0|0
A2-12S0203FR|FR-12S0203|"That’s okay."|0|0|0|0|0|0|0|0|0|0
A1-12S0301FR|FR-12S0301|"What do you mean?"|0|0|0|0|0|0|0|0|0|0
A2-12S0301FR|FR-12S0301|"Just tell me how."|0|0|0|0|0|0|0|0|0|0
A1-12S0302FR|FR-12S0302|"That sucks."|0|0|0|0|0|0|0|0|0|0
A2-12S0302FR|FR-12S0302|"But it’s just a sport…"|0|0|0|0|0|0|0|0|0|0
A3-12S0302FR|FR-12S0302|"I can see that."|0|0|0|0|0|0|0|0|0|0
A1-12S0303FR|FR-12S0303|"Easier said than done."|0|0|0|0|0|0|0|0|0|0
A2-12S0303FR|FR-12S0303|"Leave it to me."|0|0|0|0|0|0|0|0|0|0
A3-12S0303FR|FR-12S0303|"What can I do?"|0|0|0|0|0|0|0|0|0|0
A1-12S0401FR|FR-12S0401|"It’s hard to imagine."|0|0|0|0|0|0|0|0|0|0
A2-12S0401FR|FR-12S0401|"I can see that."|0|0|0|0|0|0|0|0|0|0
A1-12S0402FR|FR-12S0402|"That’s good for you."|0|0|0|0|0|0|0|0|0|0
A2-12S0402FR|FR-12S0402|"Cheer up, man."|0|0|0|0|0|0|0|0|0|0
A3-12S0402FR|FR-12S0402|"… …"|0|0|0|0|0|0|0|0|0|0
A1-12S0501FR|FR-12S0501|"It’s been over for hours."|0|0|0|0|0|0|0|0|0|0
A2-12S0501FR|FR-12S0501|"You’ve got some nerve…"|0|0|0|0|0|0|0|0|0|0
A3-12S0501FR|FR-12S0501|"Something wrong?"|0|0|0|0|0|0|0|0|0|0
A1-12S0502FR|FR-12S0502|"Get a grip, man."|0|0|0|0|0|0|0|0|0|0
A2-12S0502FR|FR-12S0502|"You just need a rest."|0|0|0|0|0|0|0|0|0|0
A3-12S0502FR|FR-12S0502|"Let’s go do something."|0|0|0|0|0|0|0|0|0|0
A1-12S0601FR|FR-12S0601|"You could say that…"|0|0|0|0|0|0|0|0|0|0
A2-12S0601FR|FR-12S0601|"It’s something else."|0|0|0|0|0|0|0|0|0|0
A1-12S0602FR|FR-12S0602|"You’re right."|0|0|0|0|0|0|0|0|0|0
A2-12S0602FR|FR-12S0602|"A real game? Impossible…"|0|0|0|0|0|0|0|0|0|0
A3-12S0602FR|FR-12S0602|"We gotta save Kou."|0|0|0|0|0|0|0|0|0|0
A1-12S0603FR|FR-12S0603|"You’re quite a strategist."|0|0|0|0|0|0|0|0|0|0
A2-12S0603FR|FR-12S0603|"Isn’t that blackmail…?"|0|0|0|0|0|0|0|0|0|0
A3-12S0603FR|FR-12S0603|"What about yourself?"|0|0|0|0|0|0|0|0|0|0
A1-12S0701FR|FR-12S0701|"You’re thinking too much."|0|0|0|0|0|0|0|0|0|0
A2-12S0701FR|FR-12S0701|"Did they say anything?"|0|0|0|0|0|0|0|0|0|0
A1-12S0702FR|FR-12S0702|"What for?"|0|0|0|0|0|0|0|0|0|0
A2-12S0702FR|FR-12S0702|"Planning to run away?"|0|0|0|0|0|0|0|0|0|0
A1-12S0703FR|FR-12S0703|"And once you know?"|0|0|0|0|0|0|0|0|0|0
A2-12S0703FR|FR-12S0703|"You going to meet them?"|0|0|0|0|0|0|0|0|0|0
A3-12S0703FR|FR-12S0703|"I’ll go with you."|0|0|0|0|0|0|0|0|0|0
A1-12S0801FR|FR-12S0801|"About what?"|0|0|0|0|0|0|0|0|0|0
A2-12S0801FR|FR-12S0801|"Let’s catch up to him."|0|0|0|0|0|0|0|0|0|0
A1-12S0802FR|FR-12S0802|"You alright?"|0|0|0|0|0|0|0|0|0|0
A2-12S0802FR|FR-12S0802|"Find anything out?"|0|0|0|0|0|0|0|0|0|0
A1-12S0803FR|FR-12S0803|"That’s not true."|0|0|0|0|0|0|0|0|0|0
A2-12S0803FR|FR-12S0803|"What do you mean?"|0|0|0|0|0|0|0|0|0|0
A1-12S0901FR|FR-12S0901|"You going to leave?"|0|0|0|0|0|0|0|0|0|0
A2-12S0901FR|FR-12S0901|"What do you mean?"|0|0|0|0|0|0|0|0|0|0
A3-12S0901FR|FR-12S0901|"Don’t jump to conclusions."|0|0|0|0|0|0|0|0|0|0
A1-12S0902FR|FR-12S0902|"It was stored well?"|0|0|0|0|0|0|0|0|0|0
A2-12S0902FR|FR-12S0902|"The letter was swapped?"|0|0|0|0|0|0|0|0|0|0
A3-12S0902FR|FR-12S0902|"It was written recently?"|0|0|0|0|0|0|0|0|0|0
A1-12S0903FR|FR-12S0903|"No way."|0|0|0|0|0|0|0|0|0|0
A2-12S0903FR|FR-12S0903|"I better get home."|0|0|0|0|0|0|0|0|0|0
A1-12S1001FR|FR-12S1001|"Isn’t that a bit much?"|0|0|0|0|0|0|0|0|0|0
A2-12S1001FR|FR-12S1001|"You can do it man."|0|0|0|0|0|0|0|0|0|0
A1-12S1002FR|FR-12S1002|Return it to Kou|0|0|0|0|0|0|0|0|0|0
A2-12S1002FR|FR-12S1002|Accept it|0|0|0|0|0|0|0|0|0|0
A1-13S0101FR|FR-13S0101|"Hi…"|0|0|0|0|0|0|0|0|0|0
A2-13S0101FR|FR-13S0101|"Nice to meet you."|0|0|0|0|0|0|0|0|0|0
A3-13S0101FR|FR-13S0101|"I’m your new captain."|0|0|0|0|0|0|0|0|0|0
A1-13S0102FR|FR-13S0102|"Plenty."|0|0|0|0|0|0|0|0|0|0
A2-13S0102FR|FR-13S0102|"A little."|0|0|0|0|0|0|0|0|0|0
A3-13S0102FR|FR-13S0102|"Not even once."|0|0|0|0|0|0|0|0|0|0
A1-13S0201FR|FR-13S0201|"Got it."|0|0|0|0|0|0|0|0|0|0
A2-13S0201FR|FR-13S0201|"Junes."|0|0|0|0|0|0|0|0|0|0
A1-13S0202FR|FR-13S0202|"Thanks for the help."|0|0|0|0|0|0|0|0|0|0
A2-13S0202FR|FR-13S0202|"I didn’t ask you to do it."|0|0|0|0|0|0|0|0|0|0
A1-13S0401FR|FR-13S0401|"Right on."|0|0|0|0|0|0|0|0|0|0
